0.8530626,0.3406292,-0.0664427,-0.2177147,-0.3231742
0.6203017,-0.15946,0.2740503,-0.0169837,-0.7172213
0.0162675,-0.3316027,-0.5688163,-0.7522081,0.0201572
-0.258121,-0.3651397,0.5526294,-0.7026063,0.0314935
0.471871,-0.2169107,0.7847593,-0.3362085,0.0374697
0.7508709,0.0113163,0.2841703,-0.4933834,0.3344922
-0.0344032,0.6179089,0.4476806,0.64263,-0.0601159
0.216267,-0.1441371,-0.6986851,0.6640264,-0.0579745
0.279254,0.4774565,-0.2409425,0.7277327,0.326197
-0.634726,0.1782471,0.5203426,0.4791141,-0.2550378
0.2536081,0.1729101,-0.3831791,0.7606992,-0.4246122
-0.1574734,0.5493426,0.0839885,0.6359358,0.5118169
-0.6469769,-0.1716992,-0.6105871,-0.3564295,-0.2282143
-0.6225389,-0.0097224,0.641882,-0.3477141,0.2818391
-0.6553394,-0.3444971,-0.6491872,-0.134082,0.1114898
-0.3324549,-0.8636053,-0.2415252,0.0610659,-0.2856504
-0.0662539,0.5610095,-0.1477271,-0.5649091,0.583038
0.3110753,0.4063413,-0.2449906,0.7416683,-0.3578079
0.1332775,-0.7676672,0.2005165,-0.5363027,-0.2551405
0.6107469,-0.161412,-0.6258275,0.2866601,-0.3565112
0.0561938,-0.8049677,-0.0231219,-0.0386239,0.5889338
0.8974674,-0.3333443,0.0301652,-0.0250068,-0.2861797
-0.0417993,-0.3735598,-0.4437253,-0.2086464,0.7863082
0.2228642,0.033571,-0.1263942,0.8123811,-0.5227485
-0.5093644,-0.0944052,-0.7265543,-0.0785578,-0.4445031
0.4047617,0.0684414,-0.6135988,0.6420274,0.206836
0.6076272,0.4876806,-0.3245675,-0.0664277,0.5321655
-0.4525695,-0.3019803,-0.4756183,-0.4460545,0.5280258
0.0991365,0.5785347,0.1086208,0.3703249,0.7117097
-0.7457736,0.1430627,-0.1486729,-0.6287046,-0.0773427
-0.3169444,0.0815368,0.8404293,-0.4091386,-0.1384996
0.168579,-0.364213,0.3375467,0.6109976,0.5930213
-0.234367,0.5557725,0.3429379,0.7035956,-0.1534139
0.1777803,-0.8693184,-0.1447471,-0.0140597,-0.4376418
-0.6624883,0.0510676,-0.6775857,-0.1417411,-0.2815824
0.0247738,0.4192622,-0.3826039,0.2017304,0.797825
0.1064281,0.4584105,0.4494897,0.2155458,0.728033
-0.5312904,0.333393,0.3064852,0.7102491,-0.0905129
0.3281688,0.567875,0.4513321,-0.1927124,0.5735717
0.57164,-0.0505061,0.6997949,-0.3518556,0.2390847
-0.7172521,0.3983768,-0.2276294,-0.5243675,-0.0082982
-0.0413924,-0.3400695,-0.7315378,-0.5791765,-0.1097554
-0.9092088,0.1039074,0.3584054,0.16162,-0.0892591
0.1531001,0.5005741,-0.7616182,0.3799009,0.0399893
0.4393311,-0.2576379,-0.2167756,0.5482461,0.6269333
-0.3052961,0.2049638,0.2520708,0.6919277,-0.5678738
-0.597044,0.137152,-0.0403781,0.0888901,0.7843443
-0.6208647,0.0065402,0.2998043,-0.3662887,-0.6248474
-0.1076805,-0.2959031,-0.6319075,-0.7056252,0.0602669
0.1974314,0.8438936,0.3389316,-0.0668708,0.3598863
-0.5041251,-0.3625309,-0.396587,-0.6450552,-0.2026119
-0.3346643,0.7378894,-0.2181448,-0.4745881,-0.265891
-0.363258,0.3084252,0.1081911,0.8637999,-0.1227275
-0.2487637,-0.0364726,-0.6676908,0.5019495,-0.4888987
0.4479934,-0.0587204,0.3569321,-0.6804137,-0.4533107
0.6377942,0.2698422,0.69593,-0.1499621,0.116604
0.5500683,0.2707396,-0.5212606,-0.1830367,-0.5647212
-0.7090104,0.3661065,-0.2422643,0.2609472,-0.4862972
-0.5695682,0.0273393,0.6829618,-0.3724357,-0.2640066
0.9454821,0.0499277,-0.1957549,0.0473011,-0.2510246
0.1586642,-0.2224381,-0.0545437,0.6974869,0.6602151
-0.4216962,-0.0237062,0.2861411,0.3776062,0.7727529
